,Date,User,Tweet
518,2019-03-21 02:40:29+00:00,ncermalaysia,"#NCERThrowbackThursday is back !

The Penang Skills Development Centre (PSDC) in collaboration with NCIA, SME Corp Malaysia and Microsoft Corporation had organised the Industry 4.0 Week… https://t.co/q4C4X03BTC"
519,2019-03-21 00:39:03+00:00,Rezalk23,"As an Industrial Advisory Panel for @UTPOfficial's Applied Physics and Chemistry courses, these graduates are made for sectors relevant to Industry 4.0 in Malaysia

#Industry4wrd https://t.co/dAwc6HjcWI"
520,2019-03-14 03:46:26+00:00,AceMfgSystems,"Malaysia eyes Indian partners in manufacturing, automotive, Industry 4.0 to tap ASEAN market https://t.co/6gZpZ1AYzW"
521,2019-03-14 01:29:10+00:00,PaduEducation,"To ensure that Malaysia is nurturing the right ecosystem for Industry 4.0, the workforce must possess high quality technical knowledge and this can be achieved by taking the early steps of having STEM-related education in school for future development."
522,2019-03-13 00:50:17+00:00,KolejMegatech,"Are you prepare for Industry Revolution 4.0? Are you dare to face the transition of SMEs toward Industry Revolution 4.0? 

PM us at https://t.co/sSHgPba0vf 

#Tvet #MegaTech #ir40 #malaysia #KPM #MOE #kualalumpur #mohr #ksm #jpk

Video Credit:Rian Maelzer

https://t.co/g8uj6WVJlG https://t.co/xzkEo0ijbr"
523,2019-03-11 09:58:17+00:00,ZWSOFT,"#ZWSOFTGlobalTour On February 27th, ""DTS Solution Day"" seminar, themed at ""First Step Toward Industry 4.0"", was held in Penang, Malaysia. It was so glad that our team was invited to present #ZW3D and #CADbro. For more details, please click https://t.co/L1NEggvIik https://t.co/0yoAEPkYVV"
524,2019-03-08 01:40:00+00:00,AseanNewsToday,“ #Finance #minister launches RM3b fund to help Malaysia achieve #Industry 4.0 goal” https://t.co/oVEkl7Fx5T
525,2019-03-08 01:31:48+00:00,datumclearmind,"Industry Digitalisation Transformation Fund 
Guan Eng: Bank Pembangunan's RM3b fund to push Malaysia towards Industry 4.0

Are you ready to digitalise your businesses... https://t.co/AogxJcrqmZ"
526,2019-03-07 13:16:15+00:00,nrzalila,MDEC will lend its expertise to BPMB for its IDTF to help Malaysia achieve Industry 4.0 goal #digitaltransformation #dtap #Industry4wrd #timeisnow https://t.co/4hcOL9ZIcp
527,2019-03-07 13:15:50+00:00,nrzalila,Finance minister launches RM3b fund to help Malaysia achieve Industry 4.0 goal | Malaysia | Malay Mail https://t.co/wKLOHGGcQp
528,2019-03-07 09:29:59+00:00,tanjooilong,"Finance minister launches RM3b fund to help #Malaysia achieve Industry 4.0 goal

@_rodahidup @4ourmalaysia @ahkmlog @aidamohdhanif @billtay25 @choiom @chongbeng @devilishram @drsunflower @extttc @imfsea_aruna @kuabt @lowelsielow54 https://t.co/gRUuCzAtQL"
529,2019-03-07 07:13:17+00:00,Mohd_Arif,Finance minister launches RM3b fund to help Malaysia achieve Industry 4.0 goal https://t.co/Bkb6Ql1QUw
530,2019-03-07 07:08:25+00:00,bumno,Finance minister launches RM3b fund to help Malaysia achieve Industry 4.0 goal https://t.co/y5gfjEoRSf
531,2019-03-07 06:57:20+00:00,TheNewsMalaysia,Finance minister launches RM3b fund to help Malaysia achieve Industry 4.0 goal | Malaysia Malay… https://t.co/w9fZHRrkxj
532,2019-03-07 06:35:11+00:00,amakussama,Highlight: Guan Eng: Bank Pembangunan's RM3b fund to push Malaysia towards Industry 4.0 - https://t.co/MBzfOE5UZg https://t.co/86C1SthMF1
533,2019-03-07 06:35:05+00:00,theedgemalaysia,Highlight: Guan Eng: Bank Pembangunan's RM3b fund to push Malaysia towards Industry 4.0 - https://t.co/UUengEvTdK https://t.co/gcrNwMZsqa
534,2019-03-07 05:36:04+00:00,malaymail,Finance minister launches RM3b fund to help Malaysia achieve Industry 4.0 goal https://t.co/cKm3PM51wa
535,2019-03-07 03:44:23+00:00,BernamaTV,Minister of Finance @guanenglim at the launch of Bank Pembangunan RM3 billion Industry Digitalisation Transformation Fund (IDTF) aimed at helping Malaysia achieves its Industry 4.0 goals by accelerating industry's adoption of related technologies. https://t.co/9RWrx2lXyU
536,2019-03-05 11:32:03+00:00,LimaExhibition,Malaysia's Shipbuilding and Ship Repair (SBSR) Industry is set to sail towards high competitiveness by leveraging on the technologies of Industry 4.0. Join us at our SBSR… https://t.co/n8kAruFHcx
537,2019-03-05 09:22:16+00:00,MITIMalaysia,"Malaysia's Shipbuilding and Ship Repair (SBSR) Industry is set to sail towards high competitiveness by leveraging on the technologies of Industry 4.0.
Join us at our SBSR Industry Seminar happening on Day 3 of MITI@LIMA
Join us by registering here https://t.co/UiBTMV8Skd https://t.co/niaktsI1Hi"
538,2019-03-05 01:23:00+00:00,coolest_cloud,Having the right computer science skills for Industry 4.0 – Free Malaysia Today https://t.co/86DMRSbZDw
539,2019-03-05 01:16:33+00:00,milocamj,Having the right computer science skills for Industry 4.0 - Free Malaysia Today https://t.co/hw58EOW4py https://t.co/OwlrJUjPLl
540,2019-03-04 08:21:47+00:00,Jhack4818,"Apakah Nasib Siswa Siswi Di Luar sana.....
Dengan Adanya Revolusi Industry 4.0 y akan melanda Malaysia.....

Di mana Sekarang Malaysia Dalam Planning 70% tenaga Kerja Akan dibuat Oleh… https://t.co/jYKCrnUytR"
541,2019-02-21 14:29:04+00:00,adamyeehh,"Malaysia Government Agencies, #MIDA #CREST #MIMOS visit SIEMENS #Industry 4.0 Hub in Singapore 

#Mindsphere #DigitalTransformation #Industry4wrd https://t.co/QTHnXLti3c"
542,2019-02-20 11:59:37+00:00,MARiiMalaysia,"Yesterday, Malaysia Automotive, Robotics and IoT Institute (MARii) held its first engagement with automotive stakeholders and companies regarding the National Policy on Industry 4.0 – Industry4WRD.

Check out some of the photos that were taken during the briefing! https://t.co/1b7y8vuo7S"
543,2019-02-20 03:48:32+00:00,NanoMalaysia,"The Internet of Nano-Things in Industry 4.0 and REVOLUTIoNT. Read more here https://t.co/aRHKds3hkM

#Nanotechnology #Malaysia #NMB #REVOLUTIoNT #Nano #Nanotech #Nanoscience… https://t.co/ZVRaQgiL1u"
544,2019-02-19 19:59:06+00:00,tjtaber1,"Come join Frost &amp; Sullivan's GIL Executive Briefing: Industry 4.0 - Reigniting Growth through Innovation, 7 March 2019, 8:30 am, Multi-purpose hall, Frost &amp; Sullivan Malaysia. Email hanna.naquiah@frost.com to register https://t.co/j9vmHx2rgI"
545,2019-02-19 14:39:21+00:00,MPSGray,"Come join Frost &amp; Sullivan's GIL Executive Briefing: Industry 4.0 - Reigniting Growth through Innovation, 7 March 2019, 8:30 am, Multi-purpose hall, @Frost_Sullivan Malaysia. #digitalfactories #futureofmanufacturing #cognitivefactories https://t.co/5gtiCpWOYm"
546,2019-02-19 09:39:07+00:00,FrostSullivanCS,"Come join Frost &amp; Sullivan's GIL Executive Briefing: Industry 4.0 - Reigniting Growth through Innovation, 7 March 2019, 8:30 am, Multi-purpose hall, Frost &amp; Sullivan Malaysia. Email hanna.naquiah@frost.com to register #digitalfactories... https://t.co/uZifqRP35q"
547,2019-02-18 14:00:02+00:00,abr_blockchain,"In an initiative to empower farmers, Malaysia is deploying Industry 4.0 solutions for boosting profit margins and reducing risks.
Read more at https://t.co/Ls8EPS7ghb https://t.co/lMR71Gc43C"
548,2019-02-18 13:37:12+00:00,14_ambassador,"Themed 'Winning the Fourth Digital Wave',  this year's RIC aims to increase the awareness on the impact of Industry 4.0 towards industries and businesses in Malaysia."
549,2019-02-17 10:35:43+00:00,Priya_Rawat_,"Malaysia eyes Indian partners in manufacturing, automotive, Industry 4.0 to tap ASEAN market https://t.co/UDrVbN9dbq

@investindia"
550,2019-02-16 07:07:35+00:00,shrikantpangark,"Malaysia eyes Indian partners in manufacturing, automotive, Industry 4.0 to tap ASEAN market https://t.co/wFOeSM9Kyg"
551,2019-02-16 06:05:35+00:00,businessline,"#TheBLInterview with @madani_sahari | #Malaysia eyes Indian partners in manufacturing, automotive, Industry 4.0 to tap ASEAN market https://t.co/l4OwCI5sLj @gbctwit https://t.co/wGoQNjhq9m"
552,2019-02-16 02:26:12+00:00,OfficialAc_PACE,"Themed ‘Winning the Fourth Digital Wave’, this year’s RIC aims to increase the awareness on the impact of Industry 4.0 towards industries and businesses in Malaysia."
553,2019-02-09 11:05:32+00:00,Zulkhornain,Jepun dh start rancang industry 5.0. Malaysia baru nk start 4.0
554,2019-02-07 02:30:02+00:00,mymdec,"With Malaysia’s Industry 4.0 aspirations, MDEC is looking forward to working closely with relevant bodies to help shape comprehensive regulations and guidelines for digital assets by the end of the first quarter this year. 

https://t.co/Y90cWavLh0"
555,2019-02-05 04:30:13+00:00,FocusMalaysiaMY,"Is Malaysia ready for Industry 4.0? Let's audit to see if we are even at 3.0. 
https://t.co/mzXKb6yGDQ"
556,2019-01-29 02:12:43+00:00,MITIMalaysia,"What does Industry 4.0 means for Malaysia? What are the risks, and how do we overcome it? Listen to what government players - including YB Datuk @DarellLeiking and YB Dr. Ong Kian Ming @imokman  - have to say about the new Industrial Revolution. Full vid:https://t.co/lNidvMHPyA https://t.co/l9huyTg9YX"
557,2019-01-28 06:18:41+00:00,TAPiOAdvisory,"Inside Davos: German industry, institutions help drive Industry 4.0 in Malaysia

https://t.co/mBQ70F4Mua

#cgtn  #tapio  #tapioadvisory  #bauer  #davos  #malaysia #bavaria  #Industry4WRD #bayern #aces #tum https://t.co/RyJKo29Iee"
558,2019-01-27 13:48:07+00:00,nrzalila,Digital transformation / Industry 4.0 enhances the ecosystem to increase productivity and sustainability of Malaysia. Companies in manufacturing or services sector need to future-proof their businesses to remain competitive. #digitaladoption #dtap #Industry4WRD https://t.co/x1PlaCmpo8
559,2019-01-26 07:23:35+00:00,shrulhlmis,Kenapa final Project diploma aku kene konsep  Industry 4.0 😓 ..baru nak dilancarkan di Malaysia tapi Project aku dh kene ada konsep tu..
560,2019-01-25 16:24:19+00:00,EcosystemOpen,"Is your company expert in 5G use cases, especially in education, smart cities, industry 4.0 and entertainment? Check out the @nokia challenge in Malaysia and apply - &gt;https://t.co/yzuVrYwB7l  #5G #Mobile #SmartCity #IoT #BigData https://t.co/uO0C7Tie3l"
561,2019-01-25 01:39:10+00:00,mymdec,"Furthermore, this progressive view of the potential of the blockchain industry is aligned with the Malaysia's Industry 4.0 aspirations, and will encourage an additional fundraising channel for entrepreneurs and new businesses."
562,2019-01-24 06:30:40+00:00,MITIMalaysia,"YB Minister shared Malaysia’s experience regarding Industry 4.0, digital trade, ASEAN and initiative under the Belt and Road as well as providing Malaysia’s perspective on the current global, regional and industry challenges . #WEF #Davos #IndustryWRD https://t.co/5Ps1lUTxqr"
563,2019-01-24 04:29:10+00:00,kmuhu,"Innovation is important but productivity ensures sustainability. Bosch become no 1 focused on productivity. This is the power of Industry 4.0. Royce Tan, Bosch Malaysia. #DigitalTransformation #Kismec"
564,2019-01-24 02:23:09+00:00,DDannfelt,"Inspiring interaction with Asia GMs of Swedish company Atlas Copco at Atlas Copco General Managers Coordination Meeting 2019 in KL. Proud to see Atlas Copco as a leading company in introducing Industry 4.0 in Malaysia, most recently at Team Sweden Industry 4.0-seminar in Ipoh. https://t.co/za437vC71S"
565,2019-01-24 00:22:38+00:00,anwaribrahim,"Thank you @imokman for an insightful discussion. 

Gd to note @MITIMalaysia is proactively addressing issues affecting #Malaysia’s status as a trading nation. Impressed with their National Policy on Industry 4.0

#USChinaTradeWar #opportunity #ir4 

https://t.co/BmDFY8Tf0K https://t.co/Am3u9SA4ZJ"
566,2019-01-23 10:50:28+00:00,ShihaRazali,Ye betul. Malaysia sekarang dah towards industry 4.0. Zaman sekarang orang dah start cipta kerjaya bukan lg bekerja untuk orang. https://t.co/QAGHA9sBsk
567,2019-01-22 11:33:54+00:00,gmiofficial92,"""Today, the next phase of evolution is referred to as the Fourth Industrial Revolution or Industry 4.0"" -YAB Tun Mahathir Mohamad, Malaysia Prime Minister.

GMI is IR4.0 Ready Institute and Graduates. 

Visit us to see it yourself. 

#gmi #BeProudBeaGMIan https://t.co/f3Za7Jjacx"
568,2019-01-22 04:16:23+00:00,YCPSolidiance,"By 2020, Malaysia has the assessed score 3.11 out of 5.00 for future readiness in Industry 4.0. What can be done by the key industries to embrace the transformation? https://t.co/y5109cmvTo #Malaysia #industryrevolution https://t.co/Setrp4uJTr"
569,2019-01-18 09:19:57+00:00,gowheremalaysia,INDUSTRY 4.0 FOR STUDENTS AND PARENTS IN MALAYSIA https://t.co/ZttXRB56or
570,2019-01-18 02:47:58+00:00,Guano_Pulok,"@nobisha Susah Malaysia nak bergerak ke depan, selagi isu utama yang sering menjadi perhatian ialah isu sentimen kaum, agama, politik. Baru nk fikir pasal inovasi, dah timbul isu kuil. Baru nk fikir pasal Industry 4.0, dah timbul pasal cross. Baru nk ckp pasal IoT, timbul isu kanda dinda"
571,2019-01-18 01:23:37+00:00,DigitalAPAC,"#Celcom in #Malaysia will invest RM100 million in #IoT, marking its commitment to Industry 4.0.  https://t.co/hNutDrNRdO"
572,2019-01-14 09:11:48+00:00,BFMradio,How do you envision Malaysia embracing the wave of Industry 4.0? Let us know! #BFMxMIDA @OfficialMIDA #Industry40 https://t.co/sCFaR9jF7E
573,2019-01-11 02:06:35+00:00,HRDipendra,"Malaysia's CJ TS Richard Malanjum is extremely tech savvy. He talks about embracing technology, Industry 4.0 and putting in place mechanisms to make practice easier. Very practical and very progressive"
574,2019-01-09 22:32:33+00:00,entreprenenture,"Malaysia is rising fast in the automated industry with congolomerates like imBIG, a local firm specialising in automated guided vehicles among others. Founder and CEO of imBIG, Ahmad Najib Shari, talks to eFM on Industry 4.0 and Malaysia... https://t.co/Vpim163mkC"
575,2019-01-06 09:15:07+00:00,sd_recruit,Malaysia has to take drastic measures to boost its production of skilled manpower to meet the requirements of Industry 4.0 or risk being left behind. https://t.co/iaIOm3pSZZ https://t.co/PONR9dgzNi
576,2019-01-04 16:46:21+00:00,ssamar74,Always a pleasure catching up with friends who share my optimism on prospect of cooperation between Malaysia and Zimbabwe. Industry 4.0 and holding of international events (with Malaysian expertise) in Victoria Falls identified as two potential areas for immediate consideration. https://t.co/cyMHJZKEA0
577,2019-01-03 15:26:37+00:00,asmatirah,"@aseken_ Basically dia adalah industry yg menggunakan robot/machine instead manusa. Dulu time belajar, lecturer ckp skrg ni malaysia mmg tgh try industry 4.0."
578,2019-01-03 13:18:37+00:00,drfauzan,"IR4.0 for New Malaysia should be different from Industry 4.0(I4.0). I4.0 just cover industry such as Smart Manufacturing and AI. New Malaysia's IR 4.0 should go beyond Smart Manufacturing, Artificial Intelligence &amp; commerce but emphasised also on Social, Human &amp; WISDOM. https://t.co/IExnBht1rl"
579,2019-01-03 12:59:22+00:00,drfauzan,"@anwaribrahim IR4.0 for New Malaysia should be different from Industry 4.0(I4.0). I4.0 just cover industry such as Smart Manufacturing and AI. New Malaysia's IR 4.0 should go beyond Smart Manufacturing, Artificial Intelligence &amp; commerce but emphasised also on Social, Human &amp; WISDOM."
580,2019-01-03 05:13:19+00:00,DailyExpress_MY,"Malaysia has to take drastic measures to boost its production of skilled manpower to meet the requirements of Industry 4.0 or risk being left behind, according to a technical education and vocational training provider. https://t.co/j7ctnifyo3"
581,2019-01-02 04:46:20+00:00,AlvinLeong369,"@malaysiakini Cashless society is one of the key for the business transformation and business industry 4.0 of Malaysia. Malaysia need to speed up and adapt, the regulatory frame work is still at its infant stage and uncertainties."
582,2019-01-01 04:05:32+00:00,brandconsultant,@imfsea_aruna @anwaribrahim Agreed. Industry 4.0 can save #Malaysia from decline but it will require an openness not traditionally seen amongst business owners. Resisting it will condemn any country to a painful slide into the 4th world
583,2018-12-31 01:32:26+00:00,brandconsultant,"FWIW, I think industry 4.0 offers fantastic potential to countries like #Malaysia. For instance in manufacturing, often the driver of any revolution will ensure we don't need foreign workers, reducing currency outflows, social intrusion &amp; cultural dilution in a heartbeat"
584,2018-12-28 08:53:31+00:00,furiothinks,CIDB to establish IR 4.0 roadmap for construction industry. #Malaysia #BIM #prefab  https://t.co/R8qeJqWSz2
585,2018-12-27 05:05:22+00:00,TheNewsMalaysia,CIDB to establish IR 4.0 roadmap for construction industry Free Malaysia Today The roadmap aims… https://t.co/w9fZHRrkxj
586,2018-12-24 08:02:51+00:00,mystemmalaysia,"Program kerjasama Malaysia dan Indonesia dalam bidang pendidikan Stem dan revolusi industry 4.0 diantara stem solution👩‍🏫👨‍🏫
#mystemsolution #mystemmelaka #mystemlearningcentre… https://t.co/HKZvMlobho"
587,2018-12-24 02:30:09+00:00,mymdec,"Due to the vast growth of digital technology in Malaysia, MITI will introduce the readiness assessment criteria for the migration of 500 SMEs to industry 4.0 platform by the first quarter of 2019. Adopt digital technology with https://t.co/DiEJeZbwYt.

https://t.co/HWQhRmRXYM"
588,2018-12-23 17:48:13+00:00,azhanaziz2,"sejauh manakah Malaysia dapat buat revolusi industry 4.0, sedangkan yang 3.0 pun tak seberapa... hmm...

https://t.co/x0PQCTJDXQ"
589,2018-12-21 10:22:19+00:00,YITUTech,"Our head of #YITU #Singapore shares his insights about #AI industry in Southeast Asia @NST_Online . ""For Malaysia, AI could very well hold the key to the country’s Industry 4.0 future"". https://t.co/h0AHccima8"
590,2018-12-21 06:29:22+00:00,AwaniReview,"Malaysia’s first licensed nationwide #IoT provider Xperanti wants to get the ball rolling for Industry 4.0. COO Vicks Kanagasingam tells how its ecosystem will enable enterprises develop IoT solutions that are practical and scalable.

https://t.co/DY6WXBEl4D https://t.co/5DMqmSBgrz"
591,2018-12-14 11:56:08+00:00,EdorasLYN,"IOT IN MALAYSIA - THINGS WE LEARNED IN 2018 

We end the year 2018 with a big launch of Industry 4WRD (Malaysia National Policy) which is Malaysia’s response to Industry 4.0 to strengthen the Manufacturing sector. It is... https://t.co/9akSUzkla2"
592,2018-12-14 08:12:16+00:00,iCeflOwer14,"All advanced country are now talking about industry 4.0, 5G communication, artificial intelligence, and all possible innovative technologies that promotes to efficiency in human living. We in Malaysia are busy on matter of the past. 😔"
593,2018-12-12 13:19:05+00:00,drmimransarwar,I am honoured to be keynote speaker for Industry 4.0 International conference in Universiti Malaysia Pahang. Thanks Dr @yudhitjoa for the invitation. Looking… https://t.co/WbBAx0wZDI
594,2018-12-12 03:50:16+00:00,AHKMALAYSIA,"The inaugural Industry 4.0 Dialogue kicks off today, gathering industry captains from the largest businesses in Malaysia with German technology for robotics, automation and process integration. @beckhoff @Siemens @kuka @SAP @Kontron @FestoAG @turckbannerSA stay tuned for updates! https://t.co/N6oF138B7C"
595,2018-12-09 03:16:35+00:00,HezeriSamsuri,Industry Forward 4.0 for Malaysia is a lip service if you ask me sebab beli tiket bola pun masih tak boleh buat 100% online. Ni apa kes sampai pengsan mengsan orang beratur kat stadium.
596,2018-12-08 09:00:50+00:00,pareekhjain,"Panasonic to spend RM300m in adopting Industry 4.0. That's how Industry 4.0 should start at scale. #Industry40 #Malaysia #Panasonic
https://t.co/nNPbZxqZrT"
597,2018-12-07 02:05:56+00:00,skthanusha,Our Prime Minister Dr. Mahathir bin Mohamad recently launched the National Policy on Industry 4.0 named 'Industry4WRD' — a tailor-made policy for Malaysia focusing on small and medium enterprises (SMEs) as a response to the fourth…https://t.co/5HUswWrVzA https://t.co/znfMIratKY
598,2018-12-06 22:12:55+00:00,tools_supplier,Stronger Public Private Partnership Required to Drive Industry 4.0 in Malaysia  https://t.co/nTu7x9RTDV #onsale #deal
599,2018-12-05 18:15:01+00:00,fbolanosf,How PPPs can drive Malaysia's Industry 4.0 agenda https://t.co/QCspVLulcN
600,2018-12-05 10:34:21+00:00,ClaraChooi,How PPPs can drive Malaysia's Industry 4.0 agenda https://t.co/IHa25Sb5Qr https://t.co/j31M3bxF56
601,2018-12-05 10:30:00+00:00,AsCorrespondent,How PPPs can drive Malaysia's Industry 4.0 agenda https://t.co/rwe6WzTUO2 https://t.co/XeEIHFEQcr
602,2018-12-05 05:50:07+00:00,infoblazesea,"Malaysia’s Industry 4.0 agenda could be driven by PPPs

#4IR

#Infoblaze #SoutheastAsia #Malaysia #Business #Industry #PPP
Via https://t.co/XiZB7KhPjI https://t.co/POiybiHU5O https://t.co/XhOArQ3T8O"
603,2018-12-05 05:50:05+00:00,InfoblazeMY,"Malaysia’s Industry 4.0 agenda could be driven by PPPs

#4IR

#Infoblaze #SoutheastAsia #Malaysia #Business #Industry #PPP
Via https://t.co/2mrJCMQkh5 https://t.co/jpU0rMfJWG https://t.co/H5vfs0t2rY"
604,2018-12-04 07:10:09+00:00,ChannelAsiaTech,Public and private link key to Industry 4.0 success in Malaysia. #ChannelAsia https://t.co/QUxP31yx8S
605,2018-12-04 06:00:18+00:00,modalis_inc,"Malaysia: How PPPs Can Drive Malaysia's Industry 4.0 Agenda
https://t.co/KRwSDN6yhx
#ppp
#airports
#privatization
#modalisnewsfeed https://t.co/KYdoOh8DfC"
606,2018-12-04 04:20:23+00:00,PrasadHanif,"Malaysia must focus on Industry 4.0 that can ignite the Green Revolution. If today's technology is available to farmers, they can produce better quality food, improved land use, lower opex and higher yield. Then, we would be able to reduce staple food prices and decrease poverty."
607,2018-12-04 04:18:21+00:00,PrasadHanif,"Malaysia should focus on Industry 4.0 that can ignite the Green Revolution. Making today's technology available to farmers, we can hope to produce better quality food, improved use of land mass, lower costs of operations and higher yield.

The government…https://t.co/k4FvzePHDU"
608,2018-12-03 21:08:19+00:00,ClaraChooi,How can Malaysia pack more punch into its Industry 4.0 plan? MITIMalaysia soumikroy IDC https://t.co/BbVx7UqEe5 https://t.co/bvFf6TLNrC
609,2018-12-03 21:04:26+00:00,SoumikRoy,How can Malaysia pack more punch into its Industry 4.0 plan? MITIMalaysia soumikroy IDC https://t.co/fVMxmXz7xv https://t.co/QG8LPSStuw #tech
610,2018-12-03 21:00:01+00:00,TechWireAsia,How can Malaysia pack more punch into its Industry 4.0 plan? @MITIMalaysia @soumikroy @IDC https://t.co/7S4Y6TJlLO https://t.co/eQMJKiylug
611,2018-12-03 13:25:48+00:00,PPPExpertsNews,STRONGER PUBLIC PRIVATE PARTNERSHIP REQUIRED TO DRIVE INDUSTRY 4.0 IN MALAYSIA ... Read More ... https://t.co/YYYxyMLfWN
612,2018-12-03 09:52:33+00:00,srazek,Stronger public private partnership required to drive Industry 4.0 in Malaysia https://t.co/Zp29Jzl95F #industry40
613,2018-12-01 14:41:16+00:00,prpnews,"https://t.co/H2555xzhV6 Stronger Public Private Partnership Required to Drive Industry 4.0 in Malaysia, says IDC"
614,2018-11-30 14:15:03+00:00,TechVisorNL,"IDC: Stronger Public Private Partnership Required to Drive Industry 4.0 in Malaysia, says IDC - https://t.co/IAOcvh8cCm #IDC #robotics #robotic #robot #rpa https://t.co/R0iCFurGrL"
615,2018-11-30 10:02:19+00:00,SoumikRoy,What is Malaysia really doing to implement its new national policy for Industry 4.0? MITIMalaysia's YB Dr. ONG Kian-Ming explains to soumikroy https://t.co/XTyHAjS90x https://t.co/i0cnswwapp #tech
616,2018-11-30 10:00:26+00:00,ClaraChooi,What is Malaysia really doing to implement its new national policy for Industry 4.0? MITIMalaysia's YB Dr. ONG Kian-Ming explains to soumikroy https://t.co/laYQEfO3vZ https://t.co/SyJtmFyFPw
617,2018-11-30 10:00:01+00:00,TechWireAsia,What is Malaysia really doing to implement its new national policy for Industry 4.0? @MITIMalaysia's YB Dr. ONG Kian-Ming explains to @soumikroy https://t.co/iFN9twdbSV https://t.co/h82X902fml
618,2018-11-30 04:22:07+00:00,SoumikRoy,Is Malaysia even ready for Industry 4.0? MITIMalaysia soumikroy https://t.co/XTyHAjS90x https://t.co/WlNZc8RT1q #tech
619,2018-11-30 04:20:35+00:00,ClaraChooi,Is Malaysia even ready for Industry 4.0? MITIMalaysia soumikroy https://t.co/laYQEfO3vZ https://t.co/jDGeQpGjxd
620,2018-11-30 04:16:05+00:00,TechWireAsia,Is Malaysia even ready for Industry 4.0? @MITIMalaysia @soumikroy https://t.co/iFN9twdbSV https://t.co/LRPRBCmahB
621,2018-11-30 03:39:09+00:00,MITIMalaysia,"Malaysia's #manufacturing sector is well positioned to benefit from the recently launched National Policy on Industry 4.0. Check out this video for a gist of what happened during launching day, read the full policy here: https://t.co/ua7BZDbmL8
#Industry4WRD
@DarellLeiking https://t.co/szsTPYjUmn"
622,2018-11-30 02:10:29+00:00,KuppusamyKanni1,@MITIMalaysia @DarellLeiking @imokman @IshamIshak2 @OfficialMIDA @matrade @MPC_HQ @MIDFGroup @CommsMsi @MAIautomotive @SIRIM_Berhad @mimosmalaysia @STANDARDS_MY @InvestKL Best Wishes to MITI for catalyzing Industry 4.0 for Malaysia to stay ahead. Thank you YB Datuk Darell Leiking.
623,2018-11-29 00:03:25+00:00,must_malaysia,"29th Nov - Our senior faculty, Assoc Prof Dr Khashayar visited Bosch Rexroth Wurzburg AG, German to discuss more on collaboration with our program MSc in Industry 4.0.

Here are some photos to share with our... https://t.co/InGwF5yVxu"
624,2018-11-27 05:17:01+00:00,AspenTech,"Catch the BFM radio Malaysia interview with @RonBeck_AT, #AspenTech Industry Marketing Director, Energy: Innovating in the Age of Industry 4.0. via podcast. https://t.co/ZJR2Ba8aWT https://t.co/wEgOlU7bib"
625,2018-11-26 11:30:27+00:00,ApaItu_MY,"#ApaItu Industri 4.0
.
#malaysia🇲🇾 #malaysian #industry #industry4point0 #industry4 #industry40 #knowledge https://t.co/2Q15TVheex"
626,2018-11-25 02:08:45+00:00,kmuhu,"@mazlan_abbas @YasminMDEC Yes. As other industries / ministries look at digital adoption, then the Fourth IR covering digital, physical &amp; biological systems will become the reference. But Malaysia has a head start with @MITIMalaysia  outlining a policy for the Manufacturing &amp; related industry (IR 4.0)!"
627,2018-11-23 15:06:55+00:00,drmimransarwar,Industry 4.0 and Digital Transformation of the Automotive Industries @ DRB - HICOM University of Automotive Malaysia https://t.co/Otnu2ZyovN
628,2018-11-23 08:11:23+00:00,AdvantechMsia,"Another #Advantech interview video about Industry 4.0. Our Region Sector Head, Elvin Ng had share the ideal of Industry 4.0 for local Malaysia. Thanks to #Bernama for the interview. 😊

#Industry4... https://t.co/OWzAfP56aj"
629,2018-11-23 06:04:24+00:00,aliranmalaysia,"Industry 4.0 may widen rural-urban gap, says economist | Free Malaysia Today https://t.co/wq8fvlySjw"
630,2018-11-22 09:56:40+00:00,InvestKL,"Deputy MITI Minister YB Dr Ong Kian Ming (third from left) on a Industry 4.0 panel, focused on how Malaysia can better prepare itself for the Fourth Industrial revolution. The panel is moderated by Michael Warren, Director of Strategy, Advisory &amp; Services at InvestKL. https://t.co/nPepZXG2Mu"
631,2018-11-19 13:04:44+00:00,mtdcmalaysia,Is Malaysia ready for Industry 4.0? Grab a cup of coffee and tune in to MTDC's Technopreneur Coffee Chat on Nov 21 &amp; 22 @501Awani 9pm  #mtdcmalaysia https://t.co/9CUycWU8AI
632,2018-11-19 01:30:27+00:00,winstonetco,"RT BFMradio: ""The 4th #IndustrialRevolution can address many issues concerning businesses.. [and] efficiency in managing supply chains, resources &amp; delivery systems,"" - chedetofficial. Do you think Malaysia is prepared for Industry 4.0? OfficialMIDA #BFM… https://t.co/qe57EKpEPa"
633,2018-11-19 01:30:00+00:00,BFMradio,"""The 4th #IndustrialRevolution can address many issues concerning businesses.. [and] efficiency in managing supply chains, resources &amp; delivery systems,"" - @chedetofficial. Do you think Malaysia is prepared for Industry 4.0? @OfficialMIDA #BFMxMIDA Watch: https://t.co/4sCyzw2e76 https://t.co/mEe56UlyzJ"
634,2018-11-17 12:42:03+00:00,wee_insanecoin,SophiaTX And Crypto Valley Malaysia Inks Pact To Drive Blockchain Adoption And Implementation Of Industry 4.0 In ASEAN https://t.co/SUieYQSJlI
